Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000097583199,,1,1,20240125,20240101,,312.02,78.01,0.0,0.0,0.0,0.0,0.0,2.54,187213.85,186774.45,187213.85,186774.45,439.4,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,751.42,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000151520962,,1,1,20240125,20240101,,169.26,28.21,0.0,0.0,0.0,0.0,0.0,0.92,67704.48,67608.0,67704.48,67608.0,96.48,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,265.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,2.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000097584395,,1,1,20240125,20240101,,82.35,20.59,0.0,0.0,0.0,0.0,0.0,0.67,49412.1,49270.32,49412.1,49270.32,141.78,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,224.13,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000098523954,,1,1,20240125,20231201,,654.0,84.39,0.0,0.0,0.0,0.0,0.0,2.74,202527.84,201403.72,203648.35,202527.84,1124.12,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.12,569.61,N,0.0,0.0,0.0,1778.12,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,150,Y,20090730,,
CMLT06AMC1,0000000098524275,,1,1,20240125,20231201,,798.73,78.93,0.0,0.0,0.0,0.0,0.0,2.57,189421.36,189056.03,189785.16,189421.36,365.33,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.33,719.8,N,0.0,0.0,0.0,1164.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.06,0.0,4.54375,0.0,,,150,N,,,
CMLT06AMC1,0000000097589030,,1,1,20240125,20231101,,425.43,75.43,0.0,0.0,0.0,0.0,0.0,2.45,181033.74,179689.03,182375.3,182375.3,1344.71,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.71,350.0,N,0.0,0.0,0.0,1770.14,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.82,0.0,2.30375,0.0,,,149,Y,20081215,,
CMLT06AMC1,0000000151525763,,1,1,20240125,20231201,,170.44,42.6,0.0,0.0,0.0,0.0,0.0,1.38,102249.81,102094.49,102403.87,102248.81,154.32,1.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.32,127.84,N,0.0,0.0,0.0,324.76,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.00028,0.0,1.48403,0.0,,,150,N,,,
CMLT06AMC1,0000000151527603,,1,1,20240125,20240101,,163.05,17.31,0.0,0.0,0.0,0.0,0.0,0.56,41541.02,40819.52,41541.02,40819.52,479.5,242.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,642.55,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.71,0.0,4.19375,0.0,,,149,N,,,
CMLT06AMC1,0000000149186025,,1,1,20240125,20240101,,49.2,12.3,0.0,0.0,0.0,0.0,0.0,0.4,29522.82,29420.73,29522.82,29420.73,102.09,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,151.29,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,89,N,,,
CMLT06AMC1,0000000097601553,,1,1,20240125,20230701,,491.04,75.54,0.0,0.0,0.0,0.0,0.0,2.46,181307.05,181092.14,182372.92,182372.92,214.91,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.91,415.5,N,0.0,0.0,0.0,705.95,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.25,0.0,2.73375,0.0,,,150,N,,,
CMLT06AMC1,0000000151469103,,1,1,20240125,20240101,,598.26,31.49,0.0,0.0,0.0,0.0,0.0,1.02,75569.5,75305.11,75569.5,75305.11,264.39,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,862.65,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.5,0.0,8.98375,0.0,,,149,N,,,
CMLT06AMC1,0000000097606479,,1,1,20240125,20231201,,1051.83,82.82,0.0,0.0,0.0,0.0,0.0,2.69,198770.96,197766.48,199736.29,198737.1,970.44,34.04,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.44,969.01,N,0.0,0.0,0.0,2022.27,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,6.35,0.0,5.83375,0.0,,,149,N,,,
CMLT06AMC1,0000000150712883,,1,1,20240125,20240101,,548.75,28.43,0.0,0.0,0.0,0.0,0.0,0.92,68238.85,67921.92,68238.85,67921.92,316.93,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,865.68,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.65,0.0,9.13375,0.0,,,149,N,,,
CMLT06AMC1,0000000145761565,,1,1,20240125,20231101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,87479.81,86887.63,87479.81,86887.63,0.0,592.18,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.76,0.0,0.0,Y,0.0,0.0,0.0,1023.86,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,10.0,0.0,9.48375,0.0,,,146,N,,,
CMLT06AMC1,0000000143956183,,1,1,20240125,20231201,,234.94,29.56,0.0,0.0,0.0,0.0,0.0,0.96,70943.21,70562.82,71322.34,70943.21,380.39,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.39,205.38,N,0.0,0.0,0.0,615.33,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.9739999999999998,0.0,3.45775,0.0,,,146,Y,20081027,,
CMLT06AMC1,0000000149906281,,1,1,20240125,20230301,,132.99,17.73,0.0,0.0,0.0,0.0,0.0,0.58,42556.22,42313.52,44706.79,44706.79,242.7,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.7,115.26,N,0.0,0.0,0.0,375.69,0.0,0.0,0.0,xxx,,0.0,0.0,11,0.0,0.0,0.0,3.75,0.0,3.23375,0.0,,,149,N,,,
CMLT06AMC1,0000000150899581,,1,1,20240125,20231101,,388.73,41.27,0.0,0.0,0.0,0.0,0.0,1.34,99038.61,98671.9,99767.74,99403.89,366.71,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.71,347.46,N,0.0,0.0,0.0,755.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.71,0.0,4.19375,0.0,,,150,N,,,
CMLT06AMC1,0000000145006060,,1,1,20240125,20240101,,707.33,30.1,0.0,0.0,0.0,0.0,0.0,0.98,72237.45,72014.62,72237.45,72014.62,221.82,1.01,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,929.15,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,11.75,0.0,11.23375,0.0,,,146,N,,,
CMLT06AMC1,0000000096800677,,1,1,20240125,20231101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,60540.99,60540.99,60629.2,60629.2,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.0,0.0,0.0,Y,0.0,0.0,0.0,246.1,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.125,0.0,2.60875,0.0,,,149,N,,,
CMLT06AMC1,0000000151475928,,1,1,20240125,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.58,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.0,,,149,Y,20080327,,
CMLT06AMC1,0000000097065239,,1,1,20240125,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.58,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.0,,,149,N,,,
CMLT06AMC1,0000000150683423,,1,1,20240125,20240101,,60.85,15.21,0.0,0.0,0.0,0.0,0.0,0.49,36512.54,36399.87,36625.02,36399.87,112.67,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,173.52,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000097067714,,1,1,20240125,20240101,,81.03,20.26,0.0,0.0,0.0,0.0,0.0,0.66,48617.1,48468.72,48617.1,48468.72,148.38,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,229.41,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000150763548,,1,1,20240125,20231201,,135.72,33.93,0.0,0.0,0.0,0.0,0.0,1.11,81765.69,81102.77,81765.69,81434.51,331.74,331.18,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.86,331.74,101.79,N,0.0,0.0,0.0,467.46,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,Y,20090714,,
CMLT06AMC1,0000000150764983,,1,1,20240125,20231201,,1074.06,50.43,0.0,0.0,0.0,0.0,0.0,1.64,121020.37,0.0,121020.37,0.0,0.0,0.0,0.0,0.0,,2,20231226,121020.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.48,0.0,0.0,-84.27,388.64,1023.63,N,0.0,0.0,0.0,1462.7,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,10.65,0.0,10.13375,0.0,,,149,N,,,
CMLT06AMC1,0000000150598480,,1,1,20240125,20240101,,129.97,32.49,0.0,0.0,0.0,0.0,0.0,1.06,77979.11,77777.95,77979.11,77777.95,201.16,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,331.13,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000096809553,,1,1,20240125,20231201,,381.88,95.47,0.0,0.0,0.0,0.0,0.0,3.1,229127.7,228698.22,229556.47,229127.7,429.48,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.48,286.41,N,0.0,0.0,0.0,811.36,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,148,Y,20081110,,
CMLT06AMC1,0000000150677862,,1,1,20240125,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.58,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.0,,,149,N,,,
CMLT06AMC1,0000000146923446,,1,1,20240125,20231201,,75.83,18.96,0.0,0.0,0.0,0.0,0.0,0.62,45493.62,45398.78,45588.3,45493.62,94.84,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84,56.87,N,0.0,0.0,0.0,170.67,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0001700000000002,0.0,1.4839200000000001,0.0,,,147,N,,,
CMLT06AMC1,0000000141275701,,1,1,20240125,20231201,,133.42,13.4,0.0,0.0,0.0,0.0,0.0,0.44,32149.97,31803.51,32495.0,32149.97,346.46,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.46,120.02,N,0.0,0.0,0.0,479.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.98,0.0,4.46375,0.0,,,146,N,,,
CMLT06AMC1,0000000150921583,,1,1,20240125,20240101,,128.13,32.03,0.0,0.0,0.0,0.0,0.0,1.04,76880.9,76735.73,76735.73,76735.73,145.17,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,273.3,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000150176428,,1,1,20240125,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,-319.28,0.0,-319.28,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.0,,,149,N,,,
CMLT06AMC1,0000000150734101,,1,1,20240125,20231201,,60.87,9.02,0.0,0.0,0.0,0.0,0.0,0.29,21641.31,21424.19,21857.82,21641.31,217.12,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.12,51.85,N,0.0,0.0,0.0,277.99,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.375,0.0,2.85875,0.0,,,149,Y,20080829,,
CMLT06AMC1,0000000151463262,,1,1,20240125,20231201,,544.91,64.11,0.0,0.0,0.0,0.0,0.0,2.08,153856.92,153174.39,155214.76,153856.92,682.53,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.53,480.8,N,0.0,0.0,0.0,1227.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.25,0.0,3.73375,0.0,,,149,N,,,
CMLT06AMC1,0000000150200368,,1,1,20240125,20240101,,415.99,16.98,0.0,0.0,0.0,0.0,0.0,0.55,40750.12,40596.96,40750.12,40596.96,116.89,36.27,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,532.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,12.25,0.0,11.73375,0.0,,,149,N,,,
CMLT06AMC1,0000000150754406,,1,1,20240125,20231201,,576.55,27.32,0.0,0.0,0.0,0.0,0.0,0.89,65579.52,65367.33,65579.52,65579.52,212.19,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.19,549.23,N,0.0,0.0,0.0,788.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,10.55,0.0,10.03375,0.0,,,149,N,,,
CMLT06AMC1,0000000150558963,,1,1,20240125,20240101,,129.69,13.65,0.0,0.0,0.0,0.0,0.0,0.44,32763.31,32533.93,32763.31,32533.93,229.38,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,359.07,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.75,0.0,4.23375,0.0,,,0,N,,,
CMLT06AMC1,0000000150961084,,1,1,20240125,20231201,,556.32,26.0,0.0,0.0,0.0,0.0,0.0,0.84,62390.81,62185.68,62594.13,62390.81,205.13,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.13,530.32,N,0.0,0.0,0.0,761.45,0.0,0.0,0.0,xxx,,0.0,0.0,9,0.0,0.0,0.0,10.7,0.0,10.18375,0.0,,,149,N,,,
CMLT06AMC1,0000000085703130,,1,1,20240125,20231201,,96.28,24.07,0.0,0.0,0.0,0.0,0.0,0.78,57758.48,57600.2,57916.5,57758.48,158.28,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.28,72.21,N,0.0,0.0,0.0,254.56,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.00025,0.0,1.484,0.0,,,149,N,,,
CMLT06AMC1,0000000097133078,,1,1,20240125,20240101,,141.12,35.28,0.0,0.0,0.0,0.0,0.0,1.15,84674.56,84060.18,84674.56,84060.18,265.69,348.69,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,406.81,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,149,N,,,
CMLT06AMC1,0000000097271951,,1,1,20240125,20231101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,189659.1,189408.03,189659.1,189408.03,0.0,251.07,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.95,0.0,0.0,Y,0.0,0.0,0.0,831.11,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.67,0.0,3.15375,0.0,,,149,N,,,
